week,country,channel,converted_users,users_with_cpa,users_missing_cpa,profitable_users,non_profitable_users,pct_profitable_users,total_5week_profit,avg_5week_profit_per_user,total_5week_revenue,cohort_cpa_per_user,cohort_spend
2025-11-24,Germany,Organic,10,0,10,0,0,,,,312.73,,
2025-11-24,Germany,Paid Search,10,10,0,0,10,0.0,-12656.1,-1265.6100000000001,389.44,1304.554,13045.54
2025-11-24,Germany,Paid Social,12,12,0,0,12,0.0,-6593.3300000000008,-549.44416666666666,273.58,572.2425,6866.91
2025-11-24,Germany,Partnerships,6,6,0,0,6,0.0,-19365.980000000003,-3227.6633333333339,289.33000000000004,3275.885,19655.31
2025-11-24,Spain,Affiliate,8,0,8,0,0,,,,231.91,,
2025-11-24,Spain,Organic,19,19,0,0,19,0.0,-19232.649999999991,-1012.2447368421052,400.4,1033.3184210526315,19633.05
2025-11-24,Spain,Paid Search,5,5,0,0,5,0.0,-5561.59,-1112.318,0.0,1112.318,5561.59
2025-11-24,Spain,Paid Social,12,12,0,0,12,0.0,-16898.4,-1408.2,154.46,1421.0716666666667,17052.86
2025-11-24,Spain,Partnerships,6,6,0,0,6,0.0,-8856.45,-1476.0750000000003,71.23,1487.9466666666667,8927.68
2025-11-24,UK,Affiliate,10,10,0,0,10,0.0,-7867.5600000000013,-786.756,135.27,800.283,8002.83
2025-11-24,UK,Organic,14,0,14,0,0,,,,0.0,,
2025-11-24,UK,Paid Search,22,22,0,1,21,0.045454545454545456,-2810.8100000000018,-127.76409090909091,191.78,136.48136363636365,3002.59
2025-11-24,UK,Paid Social,14,0,14,0,0,,,,289.23,,
2025-11-24,UK,Partnerships,7,7,0,0,7,0.0,-17944.83,-2563.5471428571432,0.0,2563.5471428571432,17944.83
2025-12-01,France,Affiliate,11,11,0,0,11,0.0,-7374.5599999999995,-670.41454545454542,359.77,703.12090909090909,7734.33
2025-12-01,France,Organic,9,9,0,0,9,0.0,-3663.5899999999997,-407.06555555555559,0.0,407.06555555555559,3663.59
2025-12-01,France,Paid Search,23,23,0,0,23,0.0,-16139.680000000002,-701.72521739130434,762.19,734.86391304347819,16901.87
2025-12-01,France,Paid Social,14,14,0,0,14,0.0,-6037.39,-431.24214285714282,336.01,455.24285714285713,6373.4
2025-12-01,France,Partnerships,2,2,0,0,2,0.0,-1648.9299999999998,-824.46499999999992,139.11,894.02,1788.04
2025-12-01,Germany,Affiliate,13,13,0,0,13,0.0,-17767.440000000002,-1366.7261538461541,206.05,1382.5761538461541,17973.49
2025-12-01,Germany,Organic,13,13,0,0,13,0.0,-9262.7799999999988,-712.52153846153851,119.75,721.733076923077,9382.53
2025-12-01,Germany,Paid Search,13,13,0,0,13,0.0,-4234.2199999999993,-325.70923076923071,211.81,342.00230769230768,4446.03
2025-12-01,Germany,Paid Social,13,13,0,0,13,0.0,-5291.5300000000007,-407.04076923076929,132.81,417.2569230769231,5424.34
2025-12-01,Germany,Partnerships,5,5,0,0,5,0.0,-3627.41,-725.482,0.0,725.482,3627.41
2025-12-01,Spain,Affiliate,7,7,0,0,7,0.0,-2713.1300000000006,-387.59000000000003,0.0,387.59000000000003,2713.13
2025-12-01,Spain,Organic,13,13,0,0,13,0.0,-10544.26,-811.09692307692308,274.95,832.246923076923,10819.21
2025-12-01,Spain,Paid Search,17,17,0,0,17,0.0,-11491.069999999998,-675.94529411764711,497.77000000000004,705.2258823529412,11988.84
2025-12-01,Spain,Paid Social,24,24,0,1,23,0.041666666666666664,-2126.9899999999989,-88.62458333333332,191.35999999999999,96.597916666666663,2318.35
2025-12-01,Spain,Partnerships,5,5,0,0,5,0.0,-7660.4999999999991,-1532.1,86.37,1549.374,7746.87
2025-12-01,UK,Affiliate,5,0,5,0,0,,,,0.0,,
2025-12-01,UK,Organic,13,13,0,0,13,0.0,-12906.44,-992.803076923077,307.27000000000004,1016.4392307692307,13213.71
2025-12-01,UK,Paid Search,13,13,0,0,13,0.0,-5110.26,-393.09692307692313,288.54,415.2923076923077,5398.8
2025-12-01,UK,Paid Social,14,0,14,0,0,,,,508.11,,
2025-12-01,UK,Partnerships,6,6,0,0,6,0.0,-18571.27,-3095.2116666666666,73.21,3107.4133333333334,18644.48
2025-12-08,France,Affiliate,8,8,0,0,8,0.0,-13707.069999999998,-1713.3837500000002,82.1,1723.64625,13789.17
2025-12-08,France,Organic,6,6,0,0,6,0.0,-12573.28,-2095.5466666666666,139.66,2118.8233333333333,12712.94
2025-12-08,France,Paid Search,15,15,0,0,15,0.0,-5541.7500000000009,-369.4500000000001,71.22,374.19800000000004,5612.97
2025-12-08,France,Paid Social,14,14,0,0,14,0.0,-2153.0,-153.78571428571431,113.76,161.91142857142859,2266.76
2025-12-08,France,Partnerships,9,9,0,0,9,0.0,-13235.489999999998,-1470.6100000000001,58.43,1477.1022222222223,13293.92
2025-12-08,Germany,Affiliate,9,9,0,0,9,0.0,-14312.45,-1590.2722222222224,101.0,1601.4944444444445,14413.45
2025-12-08,Germany,Organic,13,13,0,1,12,0.076923076923076927,-1237.8099999999997,-95.216153846153858,378.54999999999995,124.33538461538461,1616.36
2025-12-08,Germany,Paid Search,14,14,0,0,14,0.0,-14249.239999999998,-1017.8028571428572,224.58999999999997,1033.845,14473.83
2025-12-08,Germany,Paid Social,18,0,18,0,0,,,,273.65999999999997,,
2025-12-08,Germany,Partnerships,6,6,0,0,6,0.0,-6912.48,-1152.08,347.16999999999996,1209.9416666666666,7259.65
2025-12-08,Spain,Affiliate,13,0,13,0,0,,,,261.95000000000005,,
2025-12-08,Spain,Organic,7,7,0,0,7,0.0,-8370.96,-1195.8514285714284,0.0,1195.8514285714284,8370.96
2025-12-08,Spain,Paid Search,10,10,0,0,10,0.0,-4356.4000000000005,-435.64,59.01,441.541,4415.41
2025-12-08,Spain,Paid Social,15,15,0,0,15,0.0,-13583.800000000003,-905.58666666666682,283.62,924.49466666666672,13867.42
2025-12-08,Spain,Partnerships,3,3,0,0,3,0.0,-13318.58,-4439.5266666666666,0.0,4439.5266666666666,13318.58
2025-12-08,UK,Affiliate,4,4,0,0,4,0.0,-1448.95,-362.2375,0.0,362.2375,1448.95
2025-12-08,UK,Organic,12,12,0,1,11,0.083333333333333329,-575.69,-47.974166666666669,209.1,65.399166666666659,784.79
2025-12-08,UK,Paid Search,14,14,0,0,14,0.0,-8451.7799999999988,-603.69857142857131,239.41000000000003,620.7992857142857,8691.19
2025-12-08,UK,Paid Social,6,0,6,0,0,,,,149.65,,
2025-12-08,UK,Partnerships,3,3,0,0,3,0.0,-12099.47,-4033.1566666666663,0.0,4033.1566666666663,12099.47
2025-12-15,France,Affiliate,5,5,0,0,5,0.0,-18127.96,-3625.5919999999996,0.0,3625.5919999999996,18127.96
2025-12-15,France,Organic,13,0,13,0,0,,,,455.55,,
2025-12-15,France,Paid Search,15,15,0,0,15,0.0,-2304.48,-153.63200000000003,248.63,170.20733333333334,2553.11
2025-12-15,France,Paid Social,16,16,0,0,16,0.0,-7936.4999999999991,-496.03125000000006,227.92000000000002,510.27625,8164.42
2025-12-15,France,Partnerships,2,2,0,0,2,0.0,-15401.31,-7700.655,52.24,7726.775,15453.55
2025-12-15,Germany,Affiliate,10,10,0,0,10,0.0,-8184.6,-818.46,0.0,818.46,8184.6
2025-12-15,Germany,Organic,12,12,0,0,12,0.0,-8243.6600000000017,-686.97166666666669,228.04,705.975,8471.7
2025-12-15,Germany,Paid Search,14,14,0,0,14,0.0,-5769.8,-412.12857142857143,234.02,428.84428571428572,6003.82
2025-12-15,Germany,Paid Social,4,4,0,0,4,0.0,-474.78000000000003,-118.69500000000001,187.48,165.565,662.26
2025-12-15,Germany,Partnerships,5,5,0,0,5,0.0,-5271.8099999999995,-1054.362,189.43,1092.248,5461.24
2025-12-15,Spain,Affiliate,11,0,11,0,0,,,,50.55,,
2025-12-15,Spain,Organic,20,20,0,1,19,0.05,-1439.1000000000004,-71.955,202.94000000000003,82.102,1642.04
2025-12-15,Spain,Paid Search,11,11,0,0,11,0.0,-3746.08,-340.55272727272728,0.0,340.55272727272728,3746.08
2025-12-15,Spain,Paid Social,10,10,0,0,10,0.0,-9529.12,-952.912,22.08,955.12000000000012,9551.2
2025-12-15,Spain,Partnerships,8,8,0,0,8,0.0,-12644.53,-1580.5662500000003,94.83,1592.42,12739.36
2025-12-15,UK,Affiliate,8,8,0,0,8,0.0,-13387.46,-1673.4325000000001,81.22,1683.585,13468.68
2025-12-15,UK,Organic,11,0,11,0,0,,,,533.89,,
2025-12-15,UK,Paid Search,14,14,0,0,14,0.0,-16741.400000000005,-1195.8142857142859,0.0,1195.8142857142859,16741.4
2025-12-15,UK,Paid Social,8,8,0,0,8,0.0,-12939.800000000003,-1617.4749999999997,39.77,1622.44625,12979.57
2025-12-15,UK,Partnerships,2,2,0,0,2,0.0,-2986.93,-1493.465,36.46,1511.695,3023.39
2025-12-22,France,Affiliate,9,9,0,0,9,0.0,-4595.1799999999994,-510.57555555555558,466.88000000000005,562.45111111111112,5062.06
2025-12-22,France,Organic,11,11,0,0,11,0.0,-3591.55,-326.50454545454551,165.57,341.55636363636364,3757.12
2025-12-22,France,Paid Search,13,13,0,0,13,0.0,-15287.320000000002,-1175.9476923076923,395.71,1206.386923076923,15683.03
2025-12-22,France,Paid Social,4,4,0,0,4,0.0,-12570.160000000002,-3142.54,84.12,3163.57,12654.28
2025-12-22,France,Partnerships,3,3,0,0,3,0.0,-10684.380000000001,-3561.46,504.21000000000004,3729.53,11188.59
2025-12-22,Germany,Affiliate,9,9,0,0,9,0.0,-4024.56,-447.17333333333335,75.43,455.55444444444441,4099.99
2025-12-22,Germany,Organic,12,12,0,0,12,0.0,-3075.3199999999993,-256.2766666666667,87.21,263.54416666666668,3162.53
2025-12-22,Germany,Paid Search,16,16,0,0,16,0.0,-9192.14,-574.50875,67.31,578.715625,9259.45
2025-12-22,Germany,Paid Social,8,8,0,0,8,0.0,-5700.23,-712.52875,0.0,712.52875,5700.23
2025-12-22,Germany,Partnerships,10,10,0,0,10,0.0,-19356.38,-1935.638,41.33,1939.771,19397.71
2025-12-22,Spain,Affiliate,6,6,0,0,6,0.0,-3446.1599999999994,-574.3599999999999,102.56,591.45333333333326,3548.72
2025-12-22,Spain,Organic,12,0,12,0,0,,,,153.73,,
2025-12-22,Spain,Paid Search,15,15,0,0,15,0.0,-6231.21,-415.414,710.30000000000007,462.76733333333334,6941.51
2025-12-22,Spain,Paid Social,10,10,0,0,10,0.0,-2034.75,-203.475,263.31,229.80599999999998,2298.06
2025-12-22,Spain,Partnerships,7,0,7,0,0,,,,0.0,,
2025-12-22,UK,Affiliate,8,8,0,0,8,0.0,-2560.8300000000004,-320.10374999999993,134.12,336.86875,2694.95
2025-12-22,UK,Organic,16,16,0,2,14,0.125,-1806.5699999999995,-112.910625,711.13999999999987,157.356875,2517.71
2025-12-22,UK,Paid Search,12,12,0,0,12,0.0,-9076.5500000000011,-756.37916666666661,205.24,773.48250000000007,9281.79
2025-12-22,UK,Paid Social,15,15,0,0,15,0.0,-8793.1099999999969,-586.20733333333328,98.37,592.76533333333327,8891.48
2025-12-22,UK,Partnerships,3,3,0,0,3,0.0,-7319.4599999999991,-2439.8199999999997,201.84,2507.1,7521.3
2025-12-29,France,Affiliate,3,3,0,0,3,0.0,-13377.39,-4459.13,263.28999999999996,4546.8933333333334,13640.68
2025-12-29,France,Organic,6,6,0,0,6,0.0,-14050.0,-2341.6666666666665,187.06,2372.8433333333332,14237.06
2025-12-29,France,Paid Search,4,0,4,0,0,,,,219.44,,
2025-12-29,France,Paid Social,4,4,0,0,4,0.0,-18581.84,-4645.46,286.98,4717.205,18868.82
2025-12-29,France,Partnerships,1,1,0,0,1,0.0,-16225.65,-16225.65,0.0,16225.65,16225.65
2025-12-29,Germany,Affiliate,4,4,0,0,4,0.0,-2799.45,-699.8625,0.0,699.8625,2799.45
2025-12-29,Germany,Organic,10,10,0,0,10,0.0,-855.88000000000022,-85.588000000000008,132.28,98.816,988.16
2025-12-29,Germany,Paid Search,6,6,0,0,6,0.0,-16747.58,-2791.2633333333333,169.8,2819.5633333333335,16917.38
2025-12-29,Germany,Paid Social,6,6,0,0,6,0.0,-18930.91,-3155.1516666666666,0.0,3155.1516666666666,18930.91
2025-12-29,Germany,Partnerships,4,0,4,0,0,,,,0.0,,
2025-12-29,Spain,Affiliate,2,2,0,0,2,0.0,-735.67,-367.835,0.0,367.835,735.67
2025-12-29,Spain,Organic,4,4,0,0,4,0.0,-11717.88,-2929.47,0.0,2929.47,11717.88
2025-12-29,Spain,Paid Search,6,6,0,0,6,0.0,-12043.98,-2007.33,0.0,2007.33,12043.98
2025-12-29,Spain,Paid Social,5,0,5,0,0,,,,0.0,,
2025-12-29,Spain,Partnerships,2,2,0,0,2,0.0,-5052.16,-2526.08,0.0,2526.08,5052.16
2025-12-29,UK,Affiliate,8,8,0,0,8,0.0,-15454.470000000001,-1931.8087500000001,75.22,1941.21125,15529.69
2025-12-29,UK,Organic,6,6,0,0,6,0.0,-11157.58,-1859.596666666667,271.01,1904.765,11428.59
2025-12-29,UK,Paid Search,3,3,0,0,3,0.0,-8455.42,-2818.4733333333334,85.58,2847.0,8541.0
2025-12-29,UK,Paid Social,7,7,0,0,7,0.0,-12705.660000000002,-1815.0942857142857,204.67000000000002,1844.3328571428572,12910.33
2025-12-29,UK,Partnerships,2,2,0,0,2,0.0,-8761.16,-4380.58,0.0,4380.58,8761.16
